round,event,driver,team,quali_pts,quali_position,race_grid,race_finish,race_finish_pts,race_pos_change,race_overtakes,race_fl_pts,race_penalty,race_total,sprint_grid,sprint_finish,sprint_finish_pts,sprint_pos_change,sprint_overtakes,sprint_fl_pts,sprint_penalty,sprint_total,is_dnf,total_pts
21,São Paulo Grand Prix,SAI,Williams,0,15.0,15.0,13.0,0,2,4,0,0,6,20.0,14.0,0.0,6.0,0.0,0.0,0.0,6.0,False,12
21,São Paulo Grand Prix,HAM,Ferrari,0,13.0,13.0,18.0,0,0,1,0,-10,-9,11.0,7.0,2.0,4.0,0.0,0.0,0.0,6.0,True,-3
21,São Paulo Grand Prix,HAD,Racing Bulls,6,5.0,5.0,8.0,4,-3,3,0,0,4,9.0,10.0,0.0,-1.0,0.0,0.0,0.0,-1.0,False,9
21,São Paulo Grand Prix,ALB,Williams,0,12.0,12.0,11.0,0,1,7,0,0,8,12.0,17.0,0.0,-5.0,0.0,0.0,0.0,-5.0,False,3
21,São Paulo Grand Prix,NOR,McLaren,10,1.0,1.0,1.0,25,0,0,0,0,25,1.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,False,43
21,São Paulo Grand Prix,STR,Aston Martin,0,14.0,14.0,16.0,0,-2,1,0,0,-1,7.0,9.0,0.0,-2.0,0.0,0.0,0.0,-2.0,False,-3
22,Las Vegas Grand Prix,COL,Alpine,0,15.0,15.0,15.0,0,0,0,0,0,0,,,,,,,,,False,0
22,Las Vegas Grand Prix,BOR,Kick Sauber,0,18.0,18.0,17.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
22,Las Vegas Grand Prix,GAS,Alpine,1,10.0,10.0,13.0,0,-3,0,0,0,-3,,,,,,,,,False,-2
22,Las Vegas Grand Prix,TSU,Red Bull Racing,0,19.0,20.0,12.0,0,8,1,0,0,9,,,,,,,,,False,9
22,Las Vegas Grand Prix,RUS,Mercedes,7,4.0,4.0,2.0,18,2,0,0,0,20,,,,,,,,,False,27
22,Las Vegas Grand Prix,LEC,Ferrari,2,9.0,9.0,4.0,12,5,3,0,0,20,,,,,,,,,False,22
22,Las Vegas Grand Prix,PIA,McLaren,6,5.0,5.0,20.0,0,0,1,0,-10,-9,,,,,,,,,True,-3
22,Las Vegas Grand Prix,ALO,Aston Martin,4,7.0,7.0,11.0,0,-4,2,0,0,-2,,,,,,,,,False,2
22,Las Vegas Grand Prix,OCO,Haas F1 Team,0,13.0,13.0,9.0,2,4,2,0,0,8,,,,,,,,,False,8
22,Las Vegas Grand Prix,ANT,Mercedes,0,17.0,17.0,3.0,15,14,2,0,0,31,,,,,,,,,False,31
22,Las Vegas Grand Prix,HUL,Kick Sauber,0,11.0,11.0,7.0,6,4,0,0,0,10,,,,,,,,,False,10
22,Las Vegas Grand Prix,BEA,Haas F1 Team,0,14.0,14.0,10.0,1,4,3,0,0,8,,,,,,,,,False,8
22,Las Vegas Grand Prix,VER,Red Bull Racing,9,2.0,2.0,1.0,25,1,0,0,0,26,,,,,,,,,False,35
22,Las Vegas Grand Prix,LAW,Racing Bulls,5,6.0,6.0,14.0,0,-8,1,0,0,-7,,,,,,,,,False,-2
22,Las Vegas Grand Prix,SAI,Williams,8,3.0,3.0,5.0,10,-2,0,0,0,8,,,,,,,,,False,16
22,Las Vegas Grand Prix,HAM,Ferrari,0,20.0,19.0,8.0,4,11,1,0,0,16,,,,,,,,,False,16
22,Las Vegas Grand Prix,HAD,Racing Bulls,3,8.0,8.0,6.0,8,2,0,0,0,10,,,,,,,,,False,13
22,Las Vegas Grand Prix,ALB,Williams,0,16.0,16.0,16.0,0,0,1,0,-10,-9,,,,,,,,,True,-9
22,Las Vegas Grand Prix,NOR,McLaren,10,1.0,1.0,19.0,0,0,1,0,-10,-9,,,,,,,,,True,1
22,Las Vegas Grand Prix,STR,Aston Martin,0,12.0,12.0,18.0,0,0,0,0,-10,-10,,,,,,,,,True,-10
23,Qatar Grand Prix,COL,Alpine,0,20.0,20.0,14.0,0,6,0,0,0,6,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6
23,Qatar Grand Prix,BOR,Kick Sauber,0,14.0,19.0,13.0,0,6,0,0,0,6,13.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,False,8
23,Qatar Grand Prix,GAS,Alpine,2,9.0,9.0,16.0,0,-7,0,0,0,-7,19.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,False,-4
23,Qatar Grand Prix,TSU,Red Bull Racing,0,16.0,15.0,10.0,1,5,0,0,0,6,5.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,False,10
23,Qatar Grand Prix,RUS,Mercedes,7,4.0,4.0,6.0,8,-2,1,0,0,7,2.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,False,21
23,Qatar Grand Prix,LEC,Ferrari,1,10.0,10.0,8.0,4,2,0,0,0,6,9.0,13.0,0.0,-4.0,1.0,0.0,0.0,-3.0,False,4
23,Qatar Grand Prix,PIA,McLaren,10,1.0,1.0,2.0,18,-1,1,0,0,18,1.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,False,36
23,Qatar Grand Prix,ALO,Aston Martin,3,8.0,8.0,7.0,6,1,0,0,0,7,4.0,7.0,2.0,-3.0,0.0,0.0,0.0,-1.0,False,9
23,Qatar Grand Prix,OCO,Haas F1 Team,0,17.0,16.0,15.0,0,1,0,0,0,1,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1
23,Qatar Grand Prix,ANT,Mercedes,6,5.0,5.0,5.0,10,0,0,0,0,10,7.0,6.0,3.0,1.0,1.0,0.0,0.0,5.0,False,21
23,Qatar Grand Prix,HUL,Kick Sauber,0,11.0,11.0,20.0,0,0,0,0,-10,-10,14.0,16.0,0.0,-2.0,0.0,0.0,0.0,-2.0,True,-12
23,Qatar Grand Prix,BEA,Haas F1 Team,0,13.0,13.0,19.0,0,0,0,0,-10,-10,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,-10
23,Qatar Grand Prix,VER,Red Bull Racing,8,3.0,3.0,1.0,25,2,0,0,0,27,6.0,4.0,5.0,2.0,0.0,0.0,0.0,7.0,False,42
23,Qatar Grand Prix,LAW,Racing Bulls,0,12.0,12.0,9.0,2,3,0,0,0,5,16.0,14.0,0.0,2.0,1.0,0.0,0.0,3.0,False,8
23,Qatar Grand Prix,SAI,Williams,4,7.0,7.0,3.0,15,4,0,0,0,19,8.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,False,24
23,Qatar Grand Prix,HAM,Ferrari,0,18.0,17.0,12.0,0,5,0,0,0,5,18.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,False,6
23,Qatar Grand Prix,HAD,Racing Bulls,5,6.0,6.0,18.0,0,0,1,0,-10,-9,11.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,True,-2
23,Qatar Grand Prix,ALB,Williams,0,15.0,14.0,11.0,0,3,0,0,0,3,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3
23,Qatar Grand Prix,NOR,McLaren,9,2.0,2.0,4.0,12,-2,1,0,0,11,3.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,False,26
23,Qatar Grand Prix,STR,Aston Martin,0,19.0,18.0,17.0,0,0,0,0,-10,-10,17.0,19.0,0.0,-2.0,0.0,0.0,0.0,-2.0,True,-12
24,Abu Dhabi Grand Prix,COL,Alpine,0,20.0,20.0,20.0,0,0,0,0,0,0,,,,,,,,,False,0
24,Abu Dhabi Grand Prix,BOR,Kick Sauber,4,7.0,7.0,11.0,0,-4,2,0,0,-2,,,,,,,,,False,2
24,Abu Dhabi Grand Prix,GAS,Alpine,0,19.0,19.0,19.0,0,0,0,0,0,0,,,,,,,,,False,0
24,Abu Dhabi Grand Prix,TSU,Red Bull Racing,1,10.0,10.0,14.0,0,-4,3,0,0,-1,,,,,,,,,False,0
24,Abu Dhabi Grand Prix,RUS,Mercedes,7,4.0,4.0,5.0,10,-1,4,0,0,13,,,,,,,,,False,20
24,Abu Dhabi Grand Prix,LEC,Ferrari,6,5.0,5.0,4.0,12,1,5,0,0,18,,,,,,,,,False,24
24,Abu Dhabi Grand Prix,PIA,McLaren,8,3.0,3.0,2.0,18,1,0,0,0,19,,,,,,,,,False,27
24,Abu Dhabi Grand Prix,ALO,Aston Martin,5,6.0,6.0,6.0,8,0,2,0,0,10,,,,,,,,,False,15
24,Abu Dhabi Grand Prix,OCO,Haas F1 Team,3,8.0,8.0,7.0,6,1,5,0,0,12,,,,,,,,,False,15
24,Abu Dhabi Grand Prix,ANT,Mercedes,0,14.0,14.0,15.0,0,-1,3,0,0,2,,,,,,,,,False,2
24,Abu Dhabi Grand Prix,HUL,Kick Sauber,0,18.0,18.0,9.0,2,9,7,0,0,18,,,,,,,,,False,18
24,Abu Dhabi Grand Prix,BEA,Haas F1 Team,0,11.0,11.0,12.0,0,-1,4,0,0,3,,,,,,,,,False,3
24,Abu Dhabi Grand Prix,VER,Red Bull Racing,10,1.0,1.0,1.0,25,0,0,0,0,25,,,,,,,,,False,35
24,Abu Dhabi Grand Prix,LAW,Racing Bulls,0,13.0,13.0,18.0,0,-5,1,0,0,-4,,,,,,,,,False,-4
24,Abu Dhabi Grand Prix,SAI,Williams,0,12.0,12.0,13.0,0,-1,1,0,0,0,,,,,,,,,False,0
24,Abu Dhabi Grand Prix,HAM,Ferrari,0,16.0,16.0,8.0,4,8,7,0,0,19,,,,,,,,,False,19
24,Abu Dhabi Grand Prix,HAD,Racing Bulls,2,9.0,9.0,17.0,0,-8,0,0,0,-8,,,,,,,,,False,-6
24,Abu Dhabi Grand Prix,ALB,Williams,0,17.0,17.0,16.0,0,1,2,0,0,3,,,,,,,,,False,3
24,Abu Dhabi Grand Prix,NOR,McLaren,9,2.0,2.0,3.0,15,-1,3,0,0,17,,,,,,,,,False,26
24,Abu Dhabi Grand Prix,STR,Aston Martin,0,15.0,15.0,10.0,1,5,8,0,0,14,,,,,,,,,False,14
