approach,driver_pool,constructor_pool,driver_ceiling,constructor_ceiling,shape,config_name,budget_cap,dream_team_cost,tightness
linear,240000000,250000000,,,,,110000000,299000000,2.7181818181818183
linear,240000000,250000000,,,,,115000000,299000000,2.6
linear,240000000,250000000,,,,,120000000,299000000,2.4916666666666667
linear,240000000,250000000,,,,,125000000,299000000,2.392
linear,240000000,250000000,,,,,130000000,299000000,2.3
linear,240000000,260000000,,,,,100000000,305800000,3.058
linear,240000000,260000000,,,,,105000000,305800000,2.9123809523809525
linear,240000000,260000000,,,,,110000000,305800000,2.78
linear,240000000,260000000,,,,,115000000,305800000,2.659130434782609
linear,240000000,260000000,,,,,120000000,305800000,2.5483333333333333
linear,240000000,260000000,,,,,125000000,305800000,2.4464
linear,240000000,260000000,,,,,130000000,305800000,2.352307692307692
linear,240000000,270000000,,,,,100000000,312600000,3.126
linear,240000000,270000000,,,,,105000000,312600000,2.9771428571428573
linear,240000000,270000000,,,,,110000000,312600000,2.841818181818182
linear,240000000,270000000,,,,,115000000,312600000,2.7182608695652175
linear,240000000,270000000,,,,,120000000,312600000,2.605
linear,240000000,270000000,,,,,125000000,312600000,2.5008
linear,240000000,270000000,,,,,130000000,312600000,2.4046153846153846
linear,240000000,280000000,,,,,100000000,319200000,3.192
linear,240000000,280000000,,,,,105000000,319200000,3.04
linear,240000000,280000000,,,,,110000000,319200000,2.901818181818182
linear,240000000,280000000,,,,,115000000,319200000,2.7756521739130435
linear,240000000,280000000,,,,,120000000,319200000,2.66
linear,240000000,280000000,,,,,125000000,319200000,2.5536
linear,240000000,280000000,,,,,130000000,319200000,2.4553846153846153
linear,240000000,290000000,,,,,100000000,326000000,3.26
linear,240000000,290000000,,,,,105000000,326000000,3.104761904761905
linear,240000000,290000000,,,,,110000000,326000000,2.963636363636364
linear,240000000,290000000,,,,,115000000,326000000,2.8347826086956522
linear,240000000,290000000,,,,,120000000,326000000,2.716666666666667
linear,240000000,290000000,,,,,125000000,326000000,2.608
linear,240000000,290000000,,,,,130000000,326000000,2.5076923076923077
linear,240000000,300000000,,,,,100000000,332800000,3.328
linear,240000000,300000000,,,,,105000000,332800000,3.1695238095238096
linear,240000000,300000000,,,,,110000000,332800000,3.0254545454545454
linear,240000000,300000000,,,,,115000000,332800000,2.893913043478261
linear,240000000,300000000,,,,,120000000,332800000,2.7733333333333334
linear,240000000,300000000,,,,,125000000,332800000,2.6624
linear,240000000,300000000,,,,,130000000,332800000,2.56
linear,250000000,100000000,,,,,100000000,203000000,2.03
linear,250000000,100000000,,,,,105000000,203000000,1.9333333333333333
linear,250000000,100000000,,,,,110000000,203000000,1.8454545454545455
linear,250000000,100000000,,,,,115000000,203000000,1.7652173913043478
linear,250000000,100000000,,,,,120000000,203000000,1.6916666666666667
linear,250000000,100000000,,,,,125000000,203000000,1.624
linear,250000000,100000000,,,,,130000000,203000000,1.5615384615384615
linear,250000000,110000000,,,,,100000000,209900000,2.099
linear,250000000,110000000,,,,,105000000,209900000,1.999047619047619
linear,250000000,110000000,,,,,110000000,209900000,1.9081818181818182
linear,250000000,110000000,,,,,115000000,209900000,1.825217391304348
linear,250000000,110000000,,,,,120000000,209900000,1.7491666666666668
linear,250000000,110000000,,,,,125000000,209900000,1.6792
linear,250000000,110000000,,,,,130000000,209900000,1.6146153846153846
linear,250000000,120000000,,,,,100000000,216500000,2.165
linear,250000000,120000000,,,,,105000000,216500000,2.0619047619047617
linear,250000000,120000000,,,,,110000000,216500000,1.9681818181818183
linear,250000000,120000000,,,,,115000000,216500000,1.882608695652174
linear,250000000,120000000,,,,,120000000,216500000,1.8041666666666667
linear,250000000,120000000,,,,,125000000,216500000,1.732
linear,250000000,120000000,,,,,130000000,216500000,1.6653846153846155
linear,250000000,130000000,,,,,100000000,223300000,2.233
linear,250000000,130000000,,,,,105000000,223300000,2.1266666666666665
linear,250000000,130000000,,,,,110000000,223300000,2.03
linear,250000000,130000000,,,,,115000000,223300000,1.9417391304347826
linear,250000000,130000000,,,,,120000000,223300000,1.8608333333333333
linear,250000000,130000000,,,,,125000000,223300000,1.7864
linear,250000000,130000000,,,,,130000000,223300000,1.7176923076923076
linear,250000000,140000000,,,,,100000000,230100000,2.301
linear,250000000,140000000,,,,,105000000,230100000,2.1914285714285713
linear,250000000,140000000,,,,,110000000,230100000,2.091818181818182
linear,250000000,140000000,,,,,115000000,230100000,2.0008695652173913
linear,250000000,140000000,,,,,120000000,230100000,1.9175
linear,250000000,140000000,,,,,125000000,230100000,1.8408
linear,250000000,140000000,,,,,130000000,230100000,1.77
linear,250000000,150000000,,,,,100000000,236800000,2.368
linear,250000000,150000000,,,,,105000000,236800000,2.255238095238095
linear,250000000,150000000,,,,,110000000,236800000,2.152727272727273
linear,250000000,150000000,,,,,115000000,236800000,2.0591304347826087
linear,250000000,150000000,,,,,120000000,236800000,1.9733333333333334
linear,250000000,150000000,,,,,125000000,236800000,1.8944
linear,250000000,150000000,,,,,130000000,236800000,1.8215384615384616
linear,250000000,160000000,,,,,100000000,243600000,2.436
linear,250000000,160000000,,,,,105000000,243600000,2.32
linear,250000000,160000000,,,,,110000000,243600000,2.2145454545454544
linear,250000000,160000000,,,,,115000000,243600000,2.1182608695652174
linear,250000000,160000000,,,,,120000000,243600000,2.03
linear,250000000,160000000,,,,,125000000,243600000,1.9488
linear,250000000,160000000,,,,,130000000,243600000,1.873846153846154
linear,250000000,170000000,,,,,100000000,250400000,2.504
linear,250000000,170000000,,,,,105000000,250400000,2.3847619047619046
linear,250000000,170000000,,,,,110000000,250400000,2.2763636363636364
linear,250000000,170000000,,,,,115000000,250400000,2.177391304347826
linear,250000000,170000000,,,,,120000000,250400000,2.0866666666666664
linear,250000000,170000000,,,,,125000000,250400000,2.0032
linear,250000000,170000000,,,,,130000000,250400000,1.926153846153846
linear,250000000,180000000,,,,,100000000,257200000,2.572
linear,250000000,180000000,,,,,105000000,257200000,2.4495238095238094
linear,250000000,180000000,,,,,110000000,257200000,2.3381818181818184
linear,250000000,180000000,,,,,115000000,257200000,2.236521739130435
linear,250000000,180000000,,,,,120000000,257200000,2.1433333333333335
linear,250000000,180000000,,,,,125000000,257200000,2.0576
linear,250000000,180000000,,,,,130000000,257200000,1.9784615384615385
linear,250000000,190000000,,,,,100000000,263900000,2.639
linear,250000000,190000000,,,,,105000000,263900000,2.513333333333333
linear,250000000,190000000,,,,,110000000,263900000,2.399090909090909
linear,250000000,190000000,,,,,115000000,263900000,2.294782608695652
linear,250000000,190000000,,,,,120000000,263900000,2.1991666666666667
linear,250000000,190000000,,,,,125000000,263900000,2.1112
linear,250000000,190000000,,,,,130000000,263900000,2.03
linear,250000000,200000000,,,,,100000000,270700000,2.707
linear,250000000,200000000,,,,,105000000,270700000,2.578095238095238
linear,250000000,200000000,,,,,110000000,270700000,2.460909090909091
linear,250000000,200000000,,,,,115000000,270700000,2.353913043478261
linear,250000000,200000000,,,,,120000000,270700000,2.2558333333333334
linear,250000000,200000000,,,,,125000000,270700000,2.1656
linear,250000000,200000000,,,,,130000000,270700000,2.082307692307692
linear,250000000,210000000,,,,,100000000,277400000,2.774
linear,250000000,210000000,,,,,105000000,277400000,2.6419047619047618
linear,250000000,210000000,,,,,110000000,277400000,2.521818181818182
linear,250000000,210000000,,,,,115000000,277400000,2.4121739130434783
linear,250000000,210000000,,,,,120000000,277400000,2.3116666666666665
linear,250000000,210000000,,,,,125000000,277400000,2.2192
linear,250000000,210000000,,,,,130000000,277400000,2.1338461538461537
linear,250000000,220000000,,,,,100000000,284100000,2.841
linear,250000000,220000000,,,,,105000000,284100000,2.7057142857142855
linear,250000000,220000000,,,,,110000000,284100000,2.5827272727272725
linear,250000000,220000000,,,,,115000000,284100000,2.4704347826086956
linear,250000000,220000000,,,,,120000000,284100000,2.3675
linear,250000000,220000000,,,,,125000000,284100000,2.2728
linear,250000000,220000000,,,,,130000000,284100000,2.1853846153846153
linear,250000000,230000000,,,,,100000000,291000000,2.91
linear,250000000,230000000,,,,,105000000,291000000,2.7714285714285714
linear,250000000,230000000,,,,,110000000,291000000,2.6454545454545455
linear,250000000,230000000,,,,,115000000,291000000,2.5304347826086957
linear,250000000,230000000,,,,,120000000,291000000,2.425
linear,250000000,230000000,,,,,125000000,291000000,2.328
linear,250000000,230000000,,,,,130000000,291000000,2.2384615384615385
linear,250000000,240000000,,,,,100000000,297700000,2.977
linear,250000000,240000000,,,,,105000000,297700000,2.835238095238095
linear,250000000,240000000,,,,,110000000,297700000,2.7063636363636365
linear,250000000,240000000,,,,,115000000,297700000,2.588695652173913
linear,250000000,240000000,,,,,120000000,297700000,2.4808333333333334
linear,250000000,240000000,,,,,125000000,297700000,2.3816
linear,250000000,240000000,,,,,130000000,297700000,2.29
linear,250000000,250000000,,,,,100000000,304500000,3.045
linear,250000000,250000000,,,,,105000000,304500000,2.9
linear,250000000,250000000,,,,,110000000,304500000,2.768181818181818
linear,250000000,250000000,,,,,115000000,304500000,2.6478260869565218
linear,250000000,250000000,,,,,120000000,304500000,2.5375
linear,250000000,250000000,,,,,125000000,304500000,2.436
linear,250000000,250000000,,,,,130000000,304500000,2.3423076923076924
linear,250000000,260000000,,,,,100000000,311300000,3.113
linear,250000000,260000000,,,,,105000000,311300000,2.9647619047619047
linear,250000000,260000000,,,,,110000000,311300000,2.83
linear,250000000,260000000,,,,,115000000,311300000,2.7069565217391305
linear,250000000,260000000,,,,,120000000,311300000,2.5941666666666667
linear,250000000,260000000,,,,,125000000,311300000,2.4904
linear,250000000,260000000,,,,,130000000,311300000,2.394615384615385
linear,250000000,270000000,,,,,100000000,318100000,3.181
linear,250000000,270000000,,,,,105000000,318100000,3.0295238095238095
linear,250000000,270000000,,,,,110000000,318100000,2.8918181818181816
linear,250000000,270000000,,,,,115000000,318100000,2.766086956521739
linear,250000000,270000000,,,,,120000000,318100000,2.6508333333333334
linear,250000000,270000000,,,,,125000000,318100000,2.5448
linear,250000000,270000000,,,,,130000000,318100000,2.4469230769230768
linear,250000000,280000000,,,,,100000000,324700000,3.247
linear,250000000,280000000,,,,,105000000,324700000,3.0923809523809522
linear,250000000,280000000,,,,,110000000,324700000,2.9518181818181817
linear,250000000,280000000,,,,,115000000,324700000,2.823478260869565
linear,250000000,280000000,,,,,120000000,324700000,2.7058333333333335
linear,250000000,280000000,,,,,125000000,324700000,2.5976
linear,250000000,280000000,,,,,130000000,324700000,2.497692307692308
linear,250000000,290000000,,,,,100000000,331500000,3.315
linear,250000000,290000000,,,,,105000000,331500000,3.157142857142857
linear,250000000,290000000,,,,,110000000,331500000,3.0136363636363637
linear,250000000,290000000,,,,,115000000,331500000,2.882608695652174
linear,250000000,290000000,,,,,120000000,331500000,2.7625
linear,250000000,290000000,,,,,125000000,331500000,2.652
linear,250000000,290000000,,,,,130000000,331500000,2.55
linear,250000000,300000000,,,,,100000000,338300000,3.383
linear,250000000,300000000,,,,,105000000,338300000,3.221904761904762
linear,250000000,300000000,,,,,110000000,338300000,3.0754545454545457
linear,250000000,300000000,,,,,115000000,338300000,2.9417391304347826
linear,250000000,300000000,,,,,120000000,338300000,2.819166666666667
linear,250000000,300000000,,,,,125000000,338300000,2.7064
linear,250000000,300000000,,,,,130000000,338300000,2.602307692307692
linear,260000000,100000000,,,,,100000000,208400000,2.084
linear,260000000,100000000,,,,,105000000,208400000,1.9847619047619047
linear,260000000,100000000,,,,,110000000,208400000,1.8945454545454545
linear,260000000,100000000,,,,,115000000,208400000,1.8121739130434782
linear,260000000,100000000,,,,,120000000,208400000,1.7366666666666666
linear,260000000,100000000,,,,,125000000,208400000,1.6672
linear,260000000,100000000,,,,,130000000,208400000,1.603076923076923
linear,260000000,110000000,,,,,100000000,215300000,2.153
linear,260000000,110000000,,,,,105000000,215300000,2.0504761904761906
linear,260000000,110000000,,,,,110000000,215300000,1.9572727272727273
linear,260000000,110000000,,,,,115000000,215300000,1.8721739130434782
linear,260000000,110000000,,,,,120000000,215300000,1.7941666666666667
linear,260000000,110000000,,,,,125000000,215300000,1.7224
linear,260000000,110000000,,,,,130000000,215300000,1.656153846153846
linear,260000000,120000000,,,,,100000000,221900000,2.219
linear,260000000,120000000,,,,,105000000,221900000,2.1133333333333333
linear,260000000,120000000,,,,,110000000,221900000,2.017272727272727
linear,260000000,120000000,,,,,115000000,221900000,1.9295652173913043
linear,260000000,120000000,,,,,120000000,221900000,1.8491666666666666
linear,260000000,120000000,,,,,125000000,221900000,1.7752
linear,260000000,120000000,,,,,130000000,221900000,1.706923076923077
linear,260000000,130000000,,,,,100000000,228700000,2.287
linear,260000000,130000000,,,,,105000000,228700000,2.178095238095238
linear,260000000,130000000,,,,,110000000,228700000,2.079090909090909
linear,260000000,130000000,,,,,115000000,228700000,1.988695652173913
linear,260000000,130000000,,,,,120000000,228700000,1.9058333333333333
linear,260000000,130000000,,,,,125000000,228700000,1.8296
linear,260000000,130000000,,,,,130000000,228700000,1.7592307692307692
linear,260000000,140000000,,,,,100000000,235500000,2.355
linear,260000000,140000000,,,,,105000000,235500000,2.242857142857143
linear,260000000,140000000,,,,,110000000,235500000,2.140909090909091
linear,260000000,140000000,,,,,115000000,235500000,2.0478260869565217
linear,260000000,140000000,,,,,120000000,235500000,1.9625
linear,260000000,140000000,,,,,125000000,235500000,1.884
linear,260000000,140000000,,,,,130000000,235500000,1.8115384615384615
linear,260000000,150000000,,,,,100000000,242200000,2.422
linear,260000000,150000000,,,,,105000000,242200000,2.3066666666666666
linear,260000000,150000000,,,,,110000000,242200000,2.2018181818181817
linear,260000000,150000000,,,,,115000000,242200000,2.106086956521739
linear,260000000,150000000,,,,,120000000,242200000,2.0183333333333335
linear,260000000,150000000,,,,,125000000,242200000,1.9376
linear,260000000,150000000,,,,,130000000,242200000,1.863076923076923
linear,260000000,160000000,,,,,100000000,249000000,2.49
linear,260000000,160000000,,,,,105000000,249000000,2.3714285714285714
linear,260000000,160000000,,,,,110000000,249000000,2.2636363636363637
linear,260000000,160000000,,,,,115000000,249000000,2.1652173913043478
linear,260000000,160000000,,,,,120000000,249000000,2.075
linear,260000000,160000000,,,,,125000000,249000000,1.992
linear,260000000,160000000,,,,,130000000,249000000,1.9153846153846155
linear,260000000,170000000,,,,,100000000,255800000,2.558
linear,260000000,170000000,,,,,105000000,255800000,2.4361904761904762
linear,260000000,170000000,,,,,110000000,255800000,2.3254545454545457
linear,260000000,170000000,,,,,115000000,255800000,2.2243478260869565
linear,260000000,170000000,,,,,120000000,255800000,2.131666666666667
linear,260000000,170000000,,,,,125000000,255800000,2.0464
linear,260000000,170000000,,,,,130000000,255800000,1.9676923076923076
linear,260000000,180000000,,,,,100000000,262600000,2.626
linear,260000000,180000000,,,,,105000000,262600000,2.500952380952381
linear,260000000,180000000,,,,,110000000,262600000,2.387272727272727
linear,260000000,180000000,,,,,115000000,262600000,2.283478260869565
linear,260000000,180000000,,,,,120000000,262600000,2.1883333333333335
linear,260000000,180000000,,,,,125000000,262600000,2.1008
linear,260000000,180000000,,,,,130000000,262600000,2.02
linear,260000000,190000000,,,,,100000000,269300000,2.693
linear,260000000,190000000,,,,,105000000,269300000,2.564761904761905
linear,260000000,190000000,,,,,110000000,269300000,2.4481818181818182
linear,260000000,190000000,,,,,115000000,269300000,2.3417391304347825
linear,260000000,190000000,,,,,120000000,269300000,2.2441666666666666
linear,260000000,190000000,,,,,125000000,269300000,2.1544
linear,260000000,190000000,,,,,130000000,269300000,2.0715384615384616
linear,260000000,200000000,,,,,100000000,276100000,2.761
linear,260000000,200000000,,,,,105000000,276100000,2.6295238095238096
linear,260000000,200000000,,,,,110000000,276100000,2.51
linear,260000000,200000000,,,,,115000000,276100000,2.4008695652173913
linear,260000000,200000000,,,,,120000000,276100000,2.3008333333333333
linear,260000000,200000000,,,,,125000000,276100000,2.2088
linear,260000000,200000000,,,,,130000000,276100000,2.123846153846154
linear,260000000,210000000,,,,,100000000,282800000,2.828
linear,260000000,210000000,,,,,105000000,282800000,2.6933333333333334
linear,260000000,210000000,,,,,110000000,282800000,2.570909090909091
linear,260000000,210000000,,,,,115000000,282800000,2.4591304347826086
linear,260000000,210000000,,,,,120000000,282800000,2.3566666666666665
linear,260000000,210000000,,,,,125000000,282800000,2.2624
linear,260000000,210000000,,,,,130000000,282800000,2.1753846153846155
linear,260000000,220000000,,,,,100000000,289500000,2.895
linear,260000000,220000000,,,,,105000000,289500000,2.757142857142857
linear,260000000,220000000,,,,,110000000,289500000,2.631818181818182
linear,260000000,220000000,,,,,115000000,289500000,2.517391304347826
linear,260000000,220000000,,,,,120000000,289500000,2.4125
linear,260000000,220000000,,,,,125000000,289500000,2.316
linear,260000000,220000000,,,,,130000000,289500000,2.226923076923077
linear,260000000,230000000,,,,,100000000,296400000,2.964
linear,260000000,230000000,,,,,105000000,296400000,2.822857142857143
linear,260000000,230000000,,,,,110000000,296400000,2.6945454545454544
linear,260000000,230000000,,,,,115000000,296400000,2.577391304347826
linear,260000000,230000000,,,,,120000000,296400000,2.47
linear,260000000,230000000,,,,,125000000,296400000,2.3712
linear,260000000,230000000,,,,,130000000,296400000,2.28
linear,260000000,240000000,,,,,100000000,303100000,3.031
linear,260000000,240000000,,,,,105000000,303100000,2.8866666666666667
linear,260000000,240000000,,,,,110000000,303100000,2.7554545454545454
linear,260000000,240000000,,,,,115000000,303100000,2.6356521739130434
linear,260000000,240000000,,,,,120000000,303100000,2.5258333333333334
linear,260000000,240000000,,,,,125000000,303100000,2.4248
linear,260000000,240000000,,,,,130000000,303100000,2.3315384615384613
linear,260000000,250000000,,,,,100000000,309900000,3.099
linear,260000000,250000000,,,,,105000000,309900000,2.9514285714285715
linear,260000000,250000000,,,,,110000000,309900000,2.8172727272727274
linear,260000000,250000000,,,,,115000000,309900000,2.694782608695652
linear,260000000,250000000,,,,,120000000,309900000,2.5825
linear,260000000,250000000,,,,,125000000,309900000,2.4792
linear,260000000,250000000,,,,,130000000,309900000,2.3838461538461537
linear,260000000,260000000,,,,,100000000,316700000,3.167
linear,260000000,260000000,,,,,105000000,316700000,3.0161904761904763
linear,260000000,260000000,,,,,110000000,316700000,2.879090909090909
linear,260000000,260000000,,,,,115000000,316700000,2.753913043478261
linear,260000000,260000000,,,,,120000000,316700000,2.6391666666666667
linear,260000000,260000000,,,,,125000000,316700000,2.5336
linear,260000000,260000000,,,,,130000000,316700000,2.436153846153846
linear,260000000,270000000,,,,,100000000,323500000,3.235
linear,260000000,270000000,,,,,105000000,323500000,3.080952380952381
linear,260000000,270000000,,,,,110000000,323500000,2.940909090909091
linear,260000000,270000000,,,,,115000000,323500000,2.8130434782608695
linear,260000000,270000000,,,,,120000000,323500000,2.6958333333333333
linear,260000000,270000000,,,,,125000000,323500000,2.588
linear,260000000,270000000,,,,,130000000,323500000,2.4884615384615385
linear,260000000,280000000,,,,,100000000,330100000,3.301
linear,260000000,280000000,,,,,105000000,330100000,3.143809523809524
linear,260000000,280000000,,,,,110000000,330100000,3.000909090909091
linear,260000000,280000000,,,,,115000000,330100000,2.8704347826086956
linear,260000000,280000000,,,,,120000000,330100000,2.7508333333333335
linear,260000000,280000000,,,,,125000000,330100000,2.6408
linear,260000000,280000000,,,,,130000000,330100000,2.539230769230769
linear,260000000,290000000,,,,,100000000,336900000,3.369
linear,260000000,290000000,,,,,105000000,336900000,3.2085714285714286
linear,260000000,290000000,,,,,110000000,336900000,3.0627272727272725
linear,260000000,290000000,,,,,115000000,336900000,2.9295652173913043
linear,260000000,290000000,,,,,120000000,336900000,2.8075
linear,260000000,290000000,,,,,125000000,336900000,2.6952
linear,260000000,290000000,,,,,130000000,336900000,2.5915384615384616
linear,260000000,300000000,,,,,100000000,343700000,3.437
linear,260000000,300000000,,,,,105000000,343700000,3.2733333333333334
linear,260000000,300000000,,,,,110000000,343700000,3.1245454545454545
linear,260000000,300000000,,,,,115000000,343700000,2.988695652173913
linear,260000000,300000000,,,,,120000000,343700000,2.8641666666666667
linear,260000000,300000000,,,,,125000000,343700000,2.7496
linear,260000000,300000000,,,,,130000000,343700000,2.643846153846154
linear,270000000,100000000,,,,,100000000,213700000,2.137
linear,270000000,100000000,,,,,105000000,213700000,2.0352380952380953
linear,270000000,100000000,,,,,110000000,213700000,1.9427272727272726
linear,270000000,100000000,,,,,115000000,213700000,1.8582608695652174
linear,270000000,100000000,,,,,120000000,213700000,1.7808333333333333
linear,270000000,100000000,,,,,125000000,213700000,1.7096
linear,270000000,100000000,,,,,130000000,213700000,1.643846153846154
linear,270000000,110000000,,,,,100000000,220600000,2.206
linear,270000000,110000000,,,,,105000000,220600000,2.100952380952381
linear,270000000,110000000,,,,,110000000,220600000,2.0054545454545454
linear,270000000,110000000,,,,,115000000,220600000,1.9182608695652175
linear,270000000,110000000,,,,,120000000,220600000,1.8383333333333334
linear,270000000,110000000,,,,,125000000,220600000,1.7648
linear,270000000,110000000,,,,,130000000,220600000,1.696923076923077
linear,270000000,120000000,,,,,100000000,227200000,2.272
linear,270000000,120000000,,,,,105000000,227200000,2.163809523809524
linear,270000000,120000000,,,,,110000000,227200000,2.0654545454545454
linear,270000000,120000000,,,,,115000000,227200000,1.9756521739130435
linear,270000000,120000000,,,,,120000000,227200000,1.8933333333333333
linear,270000000,120000000,,,,,125000000,227200000,1.8176
linear,270000000,120000000,,,,,130000000,227200000,1.7476923076923077
linear,270000000,130000000,,,,,100000000,234000000,2.34
linear,270000000,130000000,,,,,105000000,234000000,2.2285714285714286
linear,270000000,130000000,,,,,110000000,234000000,2.1272727272727274
linear,270000000,130000000,,,,,115000000,234000000,2.034782608695652
linear,270000000,130000000,,,,,120000000,234000000,1.95
linear,270000000,130000000,,,,,125000000,234000000,1.872
linear,270000000,130000000,,,,,130000000,234000000,1.8
linear,270000000,140000000,,,,,100000000,240800000,2.408
linear,270000000,140000000,,,,,105000000,240800000,2.2933333333333334
linear,270000000,140000000,,,,,110000000,240800000,2.189090909090909
linear,270000000,140000000,,,,,115000000,240800000,2.0939130434782607
linear,270000000,140000000,,,,,120000000,240800000,2.006666666666667
linear,270000000,140000000,,,,,125000000,240800000,1.9264
linear,270000000,140000000,,,,,130000000,240800000,1.8523076923076922
linear,270000000,150000000,,,,,100000000,247500000,2.475
linear,270000000,150000000,,,,,105000000,247500000,2.357142857142857
linear,270000000,150000000,,,,,110000000,247500000,2.25
linear,270000000,150000000,,,,,115000000,247500000,2.152173913043478
linear,270000000,150000000,,,,,120000000,247500000,2.0625
linear,270000000,150000000,,,,,125000000,247500000,1.98
linear,270000000,150000000,,,,,130000000,247500000,1.9038461538461537
linear,270000000,160000000,,,,,100000000,254300000,2.543
linear,270000000,160000000,,,,,105000000,254300000,2.421904761904762
linear,270000000,160000000,,,,,110000000,254300000,2.311818181818182
linear,270000000,160000000,,,,,115000000,254300000,2.2113043478260868
linear,270000000,160000000,,,,,120000000,254300000,2.1191666666666666
linear,270000000,160000000,,,,,125000000,254300000,2.0344
linear,270000000,160000000,,,,,130000000,254300000,1.9561538461538461
linear,270000000,170000000,,,,,100000000,261100000,2.611
linear,270000000,170000000,,,,,105000000,261100000,2.486666666666667
linear,270000000,170000000,,,,,110000000,261100000,2.3736363636363635
linear,270000000,170000000,,,,,115000000,261100000,2.2704347826086955
linear,270000000,170000000,,,,,120000000,261100000,2.1758333333333333
linear,270000000,170000000,,,,,125000000,261100000,2.0888
linear,270000000,170000000,,,,,130000000,261100000,2.0084615384615385
linear,270000000,180000000,,,,,100000000,267900000,2.679
linear,270000000,180000000,,,,,105000000,267900000,2.5514285714285716
linear,270000000,180000000,,,,,110000000,267900000,2.4354545454545455
linear,270000000,180000000,,,,,115000000,267900000,2.329565217391304
linear,270000000,180000000,,,,,120000000,267900000,2.2325
linear,270000000,180000000,,,,,125000000,267900000,2.1432
linear,270000000,180000000,,,,,130000000,267900000,2.060769230769231
linear,270000000,190000000,,,,,100000000,274600000,2.746
linear,270000000,190000000,,,,,105000000,274600000,2.6152380952380954
linear,270000000,190000000,,,,,110000000,274600000,2.4963636363636366
linear,270000000,190000000,,,,,115000000,274600000,2.3878260869565215
linear,270000000,190000000,,,,,120000000,274600000,2.2883333333333336
linear,270000000,190000000,,,,,125000000,274600000,2.1968
linear,270000000,190000000,,,,,130000000,274600000,2.1123076923076924
linear,270000000,200000000,,,,,100000000,281400000,2.814
linear,270000000,200000000,,,,,105000000,281400000,2.68
linear,270000000,200000000,,,,,110000000,281400000,2.558181818181818
linear,270000000,200000000,,,,,115000000,281400000,2.4469565217391303
linear,270000000,200000000,,,,,120000000,281400000,2.345
linear,270000000,200000000,,,,,125000000,281400000,2.2512
linear,270000000,200000000,,,,,130000000,281400000,2.164615384615385
linear,270000000,210000000,,,,,100000000,288100000,2.881
linear,270000000,210000000,,,,,105000000,288100000,2.743809523809524
linear,270000000,210000000,,,,,110000000,288100000,2.619090909090909
linear,270000000,210000000,,,,,115000000,288100000,2.5052173913043476
linear,270000000,210000000,,,,,120000000,288100000,2.4008333333333334
linear,270000000,210000000,,,,,125000000,288100000,2.3048
linear,270000000,210000000,,,,,130000000,288100000,2.2161538461538464
linear,270000000,220000000,,,,,100000000,294800000,2.948
linear,270000000,220000000,,,,,105000000,294800000,2.8076190476190477
linear,270000000,220000000,,,,,110000000,294800000,2.68
linear,270000000,220000000,,,,,115000000,294800000,2.5634782608695654
linear,270000000,220000000,,,,,120000000,294800000,2.4566666666666666
linear,270000000,220000000,,,,,125000000,294800000,2.3584
linear,270000000,220000000,,,,,130000000,294800000,2.267692307692308
linear,270000000,230000000,,,,,100000000,301700000,3.017
linear,270000000,230000000,,,,,105000000,301700000,2.8733333333333335
linear,270000000,230000000,,,,,110000000,301700000,2.7427272727272727
linear,270000000,230000000,,,,,115000000,301700000,2.623478260869565
linear,270000000,230000000,,,,,120000000,301700000,2.5141666666666667
linear,270000000,230000000,,,,,125000000,301700000,2.4136
linear,270000000,230000000,,,,,130000000,301700000,2.3207692307692307
linear,270000000,240000000,,,,,100000000,308400000,3.084
linear,270000000,240000000,,,,,105000000,308400000,2.9371428571428573
linear,270000000,240000000,,,,,110000000,308400000,2.8036363636363637
linear,270000000,240000000,,,,,115000000,308400000,2.6817391304347824
linear,270000000,240000000,,,,,120000000,308400000,2.57
linear,270000000,240000000,,,,,125000000,308400000,2.4672
linear,270000000,240000000,,,,,130000000,308400000,2.3723076923076922
linear,270000000,250000000,,,,,100000000,315200000,3.152
linear,270000000,250000000,,,,,105000000,315200000,3.001904761904762
linear,270000000,250000000,,,,,110000000,315200000,2.8654545454545453
linear,270000000,250000000,,,,,115000000,315200000,2.740869565217391
linear,270000000,250000000,,,,,120000000,315200000,2.6266666666666665
linear,270000000,250000000,,,,,125000000,315200000,2.5216
linear,270000000,250000000,,,,,130000000,315200000,2.4246153846153846
linear,270000000,260000000,,,,,100000000,322000000,3.22
linear,270000000,260000000,,,,,105000000,322000000,3.066666666666667
linear,270000000,260000000,,,,,110000000,322000000,2.9272727272727272
linear,270000000,260000000,,,,,115000000,322000000,2.8
linear,270000000,260000000,,,,,120000000,322000000,2.683333333333333
linear,270000000,260000000,,,,,125000000,322000000,2.576
linear,270000000,260000000,,,,,130000000,322000000,2.476923076923077
linear,270000000,270000000,,,,,100000000,328800000,3.288
linear,270000000,270000000,,,,,105000000,328800000,3.1314285714285712
linear,270000000,270000000,,,,,110000000,328800000,2.9890909090909092
linear,270000000,270000000,,,,,115000000,328800000,2.8591304347826085
linear,270000000,270000000,,,,,120000000,328800000,2.74
linear,270000000,270000000,,,,,125000000,328800000,2.6304
linear,270000000,270000000,,,,,130000000,328800000,2.5292307692307694
linear,270000000,280000000,,,,,100000000,335400000,3.354
linear,270000000,280000000,,,,,105000000,335400000,3.1942857142857144
linear,270000000,280000000,,,,,110000000,335400000,3.0490909090909093
