approach,driver_pool,constructor_pool,driver_ceiling,constructor_ceiling,shape,config_name,budget_cap,dream_team_cost,tightness
linear,100000000,100000000,,,,,100000000,121800000,1.218
linear,100000000,100000000,,,,,105000000,121800000,1.16
linear,100000000,100000000,,,,,110000000,121800000,1.1072727272727272
linear,100000000,100000000,,,,,115000000,121800000,1.0591304347826087
linear,100000000,100000000,,,,,120000000,121800000,1.015
linear,100000000,100000000,,,,,125000000,121800000,0.9744
linear,100000000,100000000,,,,,130000000,121800000,0.936923076923077
linear,100000000,110000000,,,,,100000000,128700000,1.287
linear,100000000,110000000,,,,,105000000,128700000,1.2257142857142858
linear,100000000,110000000,,,,,110000000,128700000,1.17
linear,100000000,110000000,,,,,115000000,128700000,1.1191304347826088
linear,100000000,110000000,,,,,120000000,128700000,1.0725
linear,100000000,110000000,,,,,125000000,128700000,1.0296
linear,100000000,110000000,,,,,130000000,128700000,0.99
linear,100000000,120000000,,,,,100000000,135300000,1.353
linear,100000000,120000000,,,,,105000000,135300000,1.2885714285714285
linear,100000000,120000000,,,,,110000000,135300000,1.23
linear,100000000,120000000,,,,,115000000,135300000,1.1765217391304348
linear,100000000,120000000,,,,,120000000,135300000,1.1275
linear,100000000,120000000,,,,,125000000,135300000,1.0824
linear,100000000,120000000,,,,,130000000,135300000,1.0407692307692307
linear,100000000,130000000,,,,,100000000,142100000,1.421
linear,100000000,130000000,,,,,105000000,142100000,1.3533333333333333
linear,100000000,130000000,,,,,110000000,142100000,1.2918181818181818
linear,100000000,130000000,,,,,115000000,142100000,1.2356521739130435
linear,100000000,130000000,,,,,120000000,142100000,1.1841666666666666
linear,100000000,130000000,,,,,125000000,142100000,1.1368
linear,100000000,130000000,,,,,130000000,142100000,1.093076923076923
linear,100000000,140000000,,,,,100000000,148900000,1.489
linear,100000000,140000000,,,,,105000000,148900000,1.418095238095238
linear,100000000,140000000,,,,,110000000,148900000,1.3536363636363635
linear,100000000,140000000,,,,,115000000,148900000,1.2947826086956522
linear,100000000,140000000,,,,,120000000,148900000,1.2408333333333332
linear,100000000,140000000,,,,,125000000,148900000,1.1912
linear,100000000,140000000,,,,,130000000,148900000,1.1453846153846154
linear,100000000,150000000,,,,,100000000,155600000,1.556
linear,100000000,150000000,,,,,105000000,155600000,1.4819047619047618
linear,100000000,150000000,,,,,110000000,155600000,1.4145454545454546
linear,100000000,150000000,,,,,115000000,155600000,1.3530434782608696
linear,100000000,150000000,,,,,120000000,155600000,1.2966666666666666
linear,100000000,150000000,,,,,125000000,155600000,1.2448
linear,100000000,150000000,,,,,130000000,155600000,1.196923076923077
linear,100000000,160000000,,,,,100000000,162400000,1.624
linear,100000000,160000000,,,,,105000000,162400000,1.5466666666666666
linear,100000000,160000000,,,,,110000000,162400000,1.4763636363636363
linear,100000000,160000000,,,,,115000000,162400000,1.4121739130434783
linear,100000000,160000000,,,,,120000000,162400000,1.3533333333333333
linear,100000000,160000000,,,,,125000000,162400000,1.2992
linear,100000000,160000000,,,,,130000000,162400000,1.2492307692307691
linear,100000000,170000000,,,,,100000000,169200000,1.692
linear,100000000,170000000,,,,,105000000,169200000,1.6114285714285714
linear,100000000,170000000,,,,,110000000,169200000,1.538181818181818
linear,100000000,170000000,,,,,115000000,169200000,1.471304347826087
linear,100000000,170000000,,,,,120000000,169200000,1.41
linear,100000000,170000000,,,,,125000000,169200000,1.3536
linear,100000000,170000000,,,,,130000000,169200000,1.3015384615384615
linear,100000000,180000000,,,,,100000000,176000000,1.76
linear,100000000,180000000,,,,,105000000,176000000,1.6761904761904762
linear,100000000,180000000,,,,,110000000,176000000,1.6
linear,100000000,180000000,,,,,115000000,176000000,1.5304347826086957
linear,100000000,180000000,,,,,120000000,176000000,1.4666666666666666
linear,100000000,180000000,,,,,125000000,176000000,1.408
linear,100000000,180000000,,,,,130000000,176000000,1.353846153846154
linear,100000000,190000000,,,,,100000000,182700000,1.827
linear,100000000,190000000,,,,,105000000,182700000,1.74
linear,100000000,190000000,,,,,110000000,182700000,1.660909090909091
linear,100000000,190000000,,,,,115000000,182700000,1.588695652173913
linear,100000000,190000000,,,,,120000000,182700000,1.5225
linear,100000000,190000000,,,,,125000000,182700000,1.4616
linear,100000000,190000000,,,,,130000000,182700000,1.4053846153846155
linear,100000000,200000000,,,,,100000000,189500000,1.895
linear,100000000,200000000,,,,,105000000,189500000,1.8047619047619048
linear,100000000,200000000,,,,,110000000,189500000,1.7227272727272727
linear,100000000,200000000,,,,,115000000,189500000,1.6478260869565218
linear,100000000,200000000,,,,,120000000,189500000,1.5791666666666666
linear,100000000,200000000,,,,,125000000,189500000,1.516
linear,100000000,200000000,,,,,130000000,189500000,1.4576923076923076
linear,100000000,210000000,,,,,100000000,196200000,1.962
linear,100000000,210000000,,,,,105000000,196200000,1.8685714285714285
linear,100000000,210000000,,,,,110000000,196200000,1.7836363636363637
linear,100000000,210000000,,,,,115000000,196200000,1.7060869565217391
linear,100000000,210000000,,,,,120000000,196200000,1.635
linear,100000000,210000000,,,,,125000000,196200000,1.5696
linear,100000000,210000000,,,,,130000000,196200000,1.5092307692307692
linear,100000000,220000000,,,,,100000000,202900000,2.029
linear,100000000,220000000,,,,,105000000,202900000,1.9323809523809523
linear,100000000,220000000,,,,,110000000,202900000,1.8445454545454545
linear,100000000,220000000,,,,,115000000,202900000,1.7643478260869565
linear,100000000,220000000,,,,,120000000,202900000,1.6908333333333334
linear,100000000,220000000,,,,,125000000,202900000,1.6232
linear,100000000,220000000,,,,,130000000,202900000,1.5607692307692307
linear,100000000,230000000,,,,,100000000,209800000,2.098
linear,100000000,230000000,,,,,105000000,209800000,1.9980952380952381
linear,100000000,230000000,,,,,110000000,209800000,1.9072727272727272
linear,100000000,230000000,,,,,115000000,209800000,1.8243478260869566
linear,100000000,230000000,,,,,120000000,209800000,1.7483333333333333
linear,100000000,230000000,,,,,125000000,209800000,1.6784
linear,100000000,230000000,,,,,130000000,209800000,1.613846153846154
linear,100000000,240000000,,,,,100000000,216500000,2.165
linear,100000000,240000000,,,,,105000000,216500000,2.0619047619047617
linear,100000000,240000000,,,,,110000000,216500000,1.9681818181818183
linear,100000000,240000000,,,,,115000000,216500000,1.882608695652174
linear,100000000,240000000,,,,,120000000,216500000,1.8041666666666667
linear,100000000,240000000,,,,,125000000,216500000,1.732
linear,100000000,240000000,,,,,130000000,216500000,1.6653846153846155
linear,100000000,250000000,,,,,100000000,223300000,2.233
linear,100000000,250000000,,,,,105000000,223300000,2.1266666666666665
linear,100000000,250000000,,,,,110000000,223300000,2.03
linear,100000000,250000000,,,,,115000000,223300000,1.9417391304347826
linear,100000000,250000000,,,,,120000000,223300000,1.8608333333333333
linear,100000000,250000000,,,,,125000000,223300000,1.7864
linear,100000000,250000000,,,,,130000000,223300000,1.7176923076923076
linear,100000000,260000000,,,,,100000000,230100000,2.301
linear,100000000,260000000,,,,,105000000,230100000,2.1914285714285713
linear,100000000,260000000,,,,,110000000,230100000,2.091818181818182
linear,100000000,260000000,,,,,115000000,230100000,2.0008695652173913
linear,100000000,260000000,,,,,120000000,230100000,1.9175
linear,100000000,260000000,,,,,125000000,230100000,1.8408
linear,100000000,260000000,,,,,130000000,230100000,1.77
linear,100000000,270000000,,,,,100000000,236900000,2.369
linear,100000000,270000000,,,,,105000000,236900000,2.256190476190476
linear,100000000,270000000,,,,,110000000,236900000,2.153636363636364
linear,100000000,270000000,,,,,115000000,236900000,2.06
linear,100000000,270000000,,,,,120000000,236900000,1.9741666666666666
linear,100000000,270000000,,,,,125000000,236900000,1.8952
linear,100000000,270000000,,,,,130000000,236900000,1.8223076923076924
linear,100000000,280000000,,,,,100000000,243500000,2.435
linear,100000000,280000000,,,,,105000000,243500000,2.3190476190476192
linear,100000000,280000000,,,,,110000000,243500000,2.213636363636364
linear,100000000,280000000,,,,,115000000,243500000,2.117391304347826
linear,100000000,280000000,,,,,120000000,243500000,2.029166666666667
linear,100000000,280000000,,,,,125000000,243500000,1.948
linear,100000000,280000000,,,,,130000000,243500000,1.873076923076923
linear,100000000,290000000,,,,,100000000,250300000,2.503
linear,100000000,290000000,,,,,105000000,250300000,2.3838095238095236
linear,100000000,290000000,,,,,110000000,250300000,2.2754545454545454
linear,100000000,290000000,,,,,115000000,250300000,2.176521739130435
linear,100000000,290000000,,,,,120000000,250300000,2.0858333333333334
linear,100000000,290000000,,,,,125000000,250300000,2.0024
linear,100000000,290000000,,,,,130000000,250300000,1.9253846153846155
linear,100000000,300000000,,,,,100000000,257100000,2.571
linear,100000000,300000000,,,,,105000000,257100000,2.4485714285714284
linear,100000000,300000000,,,,,110000000,257100000,2.3372727272727274
linear,100000000,300000000,,,,,115000000,257100000,2.2356521739130435
linear,100000000,300000000,,,,,120000000,257100000,2.1425
linear,100000000,300000000,,,,,125000000,257100000,2.0568
linear,100000000,300000000,,,,,130000000,257100000,1.9776923076923076
linear,110000000,100000000,,,,,100000000,127100000,1.271
linear,110000000,100000000,,,,,105000000,127100000,1.2104761904761905
linear,110000000,100000000,,,,,110000000,127100000,1.1554545454545455
linear,110000000,100000000,,,,,115000000,127100000,1.105217391304348
linear,110000000,100000000,,,,,120000000,127100000,1.0591666666666666
linear,110000000,100000000,,,,,125000000,127100000,1.0168
linear,110000000,100000000,,,,,130000000,127100000,0.9776923076923076
linear,110000000,110000000,,,,,100000000,134000000,1.34
linear,110000000,110000000,,,,,105000000,134000000,1.276190476190476
linear,110000000,110000000,,,,,110000000,134000000,1.2181818181818183
linear,110000000,110000000,,,,,115000000,134000000,1.1652173913043478
linear,110000000,110000000,,,,,120000000,134000000,1.1166666666666667
linear,110000000,110000000,,,,,125000000,134000000,1.072
linear,110000000,110000000,,,,,130000000,134000000,1.0307692307692307
linear,110000000,120000000,,,,,100000000,140600000,1.406
linear,110000000,120000000,,,,,105000000,140600000,1.339047619047619
linear,110000000,120000000,,,,,110000000,140600000,1.278181818181818
linear,110000000,120000000,,,,,115000000,140600000,1.222608695652174
linear,110000000,120000000,,,,,120000000,140600000,1.1716666666666666
linear,110000000,120000000,,,,,125000000,140600000,1.1248
linear,110000000,120000000,,,,,130000000,140600000,1.0815384615384616
linear,110000000,130000000,,,,,100000000,147400000,1.474
linear,110000000,130000000,,,,,105000000,147400000,1.4038095238095238
linear,110000000,130000000,,,,,110000000,147400000,1.34
linear,110000000,130000000,,,,,115000000,147400000,1.2817391304347827
linear,110000000,130000000,,,,,120000000,147400000,1.2283333333333333
linear,110000000,130000000,,,,,125000000,147400000,1.1792
linear,110000000,130000000,,,,,130000000,147400000,1.133846153846154
linear,110000000,140000000,,,,,100000000,154200000,1.542
linear,110000000,140000000,,,,,105000000,154200000,1.4685714285714286
linear,110000000,140000000,,,,,110000000,154200000,1.4018181818181819
linear,110000000,140000000,,,,,115000000,154200000,1.3408695652173912
linear,110000000,140000000,,,,,120000000,154200000,1.285
linear,110000000,140000000,,,,,125000000,154200000,1.2336
linear,110000000,140000000,,,,,130000000,154200000,1.1861538461538461
linear,110000000,150000000,,,,,100000000,160900000,1.609
linear,110000000,150000000,,,,,105000000,160900000,1.5323809523809524
linear,110000000,150000000,,,,,110000000,160900000,1.4627272727272727
linear,110000000,150000000,,,,,115000000,160900000,1.3991304347826088
linear,110000000,150000000,,,,,120000000,160900000,1.3408333333333333
linear,110000000,150000000,,,,,125000000,160900000,1.2872
linear,110000000,150000000,,,,,130000000,160900000,1.2376923076923076
linear,110000000,160000000,,,,,100000000,167700000,1.677
linear,110000000,160000000,,,,,105000000,167700000,1.5971428571428572
linear,110000000,160000000,,,,,110000000,167700000,1.5245454545454546
linear,110000000,160000000,,,,,115000000,167700000,1.4582608695652175
linear,110000000,160000000,,,,,120000000,167700000,1.3975
linear,110000000,160000000,,,,,125000000,167700000,1.3416
linear,110000000,160000000,,,,,130000000,167700000,1.29
linear,110000000,170000000,,,,,100000000,174500000,1.745
linear,110000000,170000000,,,,,105000000,174500000,1.661904761904762
linear,110000000,170000000,,,,,110000000,174500000,1.5863636363636364
linear,110000000,170000000,,,,,115000000,174500000,1.517391304347826
linear,110000000,170000000,,,,,120000000,174500000,1.4541666666666666
linear,110000000,170000000,,,,,125000000,174500000,1.396
linear,110000000,170000000,,,,,130000000,174500000,1.3423076923076922
linear,110000000,180000000,,,,,100000000,181300000,1.813
linear,110000000,180000000,,,,,105000000,181300000,1.7266666666666666
linear,110000000,180000000,,,,,110000000,181300000,1.6481818181818182
linear,110000000,180000000,,,,,115000000,181300000,1.5765217391304347
linear,110000000,180000000,,,,,120000000,181300000,1.5108333333333333
linear,110000000,180000000,,,,,125000000,181300000,1.4504
linear,110000000,180000000,,,,,130000000,181300000,1.3946153846153846
linear,110000000,190000000,,,,,100000000,188000000,1.88
linear,110000000,190000000,,,,,105000000,188000000,1.7904761904761906
linear,110000000,190000000,,,,,110000000,188000000,1.709090909090909
linear,110000000,190000000,,,,,115000000,188000000,1.6347826086956523
linear,110000000,190000000,,,,,120000000,188000000,1.5666666666666667
linear,110000000,190000000,,,,,125000000,188000000,1.504
linear,110000000,190000000,,,,,130000000,188000000,1.4461538461538461
linear,110000000,200000000,,,,,100000000,194800000,1.948
linear,110000000,200000000,,,,,105000000,194800000,1.8552380952380951
linear,110000000,200000000,,,,,110000000,194800000,1.770909090909091
linear,110000000,200000000,,,,,115000000,194800000,1.6939130434782608
linear,110000000,200000000,,,,,120000000,194800000,1.6233333333333333
linear,110000000,200000000,,,,,125000000,194800000,1.5584
linear,110000000,200000000,,,,,130000000,194800000,1.4984615384615385
linear,110000000,210000000,,,,,100000000,201500000,2.015
linear,110000000,210000000,,,,,105000000,201500000,1.9190476190476191
linear,110000000,210000000,,,,,110000000,201500000,1.8318181818181818
linear,110000000,210000000,,,,,115000000,201500000,1.7521739130434784
linear,110000000,210000000,,,,,120000000,201500000,1.6791666666666667
linear,110000000,210000000,,,,,125000000,201500000,1.612
linear,110000000,210000000,,,,,130000000,201500000,1.55
linear,110000000,220000000,,,,,100000000,208200000,2.082
linear,110000000,220000000,,,,,105000000,208200000,1.9828571428571429
linear,110000000,220000000,,,,,110000000,208200000,1.8927272727272728
linear,110000000,220000000,,,,,115000000,208200000,1.8104347826086957
linear,110000000,220000000,,,,,120000000,208200000,1.735
linear,110000000,220000000,,,,,125000000,208200000,1.6656
linear,110000000,220000000,,,,,130000000,208200000,1.6015384615384616
linear,110000000,230000000,,,,,100000000,215100000,2.151
linear,110000000,230000000,,,,,105000000,215100000,2.0485714285714285
linear,110000000,230000000,,,,,110000000,215100000,1.9554545454545456
linear,110000000,230000000,,,,,115000000,215100000,1.8704347826086956
linear,110000000,230000000,,,,,120000000,215100000,1.7925
linear,110000000,230000000,,,,,125000000,215100000,1.7208
linear,110000000,230000000,,,,,130000000,215100000,1.6546153846153846
linear,110000000,240000000,,,,,100000000,221800000,2.218
linear,110000000,240000000,,,,,105000000,221800000,2.1123809523809522
linear,110000000,240000000,,,,,110000000,221800000,2.0163636363636366
linear,110000000,240000000,,,,,115000000,221800000,1.9286956521739131
linear,110000000,240000000,,,,,120000000,221800000,1.8483333333333334
linear,110000000,240000000,,,,,125000000,221800000,1.7744
linear,110000000,240000000,,,,,130000000,221800000,1.7061538461538461
linear,110000000,250000000,,,,,100000000,228600000,2.286
linear,110000000,250000000,,,,,105000000,228600000,2.177142857142857
linear,110000000,250000000,,,,,110000000,228600000,2.078181818181818
linear,110000000,250000000,,,,,115000000,228600000,1.9878260869565216
linear,110000000,250000000,,,,,120000000,228600000,1.905
linear,110000000,250000000,,,,,125000000,228600000,1.8288
linear,110000000,250000000,,,,,130000000,228600000,1.7584615384615385
linear,110000000,260000000,,,,,100000000,235400000,2.354
linear,110000000,260000000,,,,,105000000,235400000,2.241904761904762
linear,110000000,260000000,,,,,110000000,235400000,2.14
linear,110000000,260000000,,,,,115000000,235400000,2.0469565217391303
linear,110000000,260000000,,,,,120000000,235400000,1.9616666666666667
linear,110000000,260000000,,,,,125000000,235400000,1.8832
linear,110000000,260000000,,,,,130000000,235400000,1.8107692307692307
linear,110000000,270000000,,,,,100000000,242200000,2.422
linear,110000000,270000000,,,,,105000000,242200000,2.3066666666666666
linear,110000000,270000000,,,,,110000000,242200000,2.2018181818181817
linear,110000000,270000000,,,,,115000000,242200000,2.106086956521739
linear,110000000,270000000,,,,,120000000,242200000,2.0183333333333335
linear,110000000,270000000,,,,,125000000,242200000,1.9376
linear,110000000,270000000,,,,,130000000,242200000,1.863076923076923
linear,110000000,280000000,,,,,100000000,248800000,2.488
linear,110000000,280000000,,,,,105000000,248800000,2.3695238095238094
linear,110000000,280000000,,,,,110000000,248800000,2.2618181818181817
linear,110000000,280000000,,,,,115000000,248800000,2.163478260869565
linear,110000000,280000000,,,,,120000000,248800000,2.0733333333333333
linear,110000000,280000000,,,,,125000000,248800000,1.9904
linear,110000000,280000000,,,,,130000000,248800000,1.9138461538461538
linear,110000000,290000000,,,,,100000000,255600000,2.556
linear,110000000,290000000,,,,,105000000,255600000,2.434285714285714
linear,110000000,290000000,,,,,110000000,255600000,2.3236363636363637
linear,110000000,290000000,,,,,115000000,255600000,2.222608695652174
linear,110000000,290000000,,,,,120000000,255600000,2.13
linear,110000000,290000000,,,,,125000000,255600000,2.0448
linear,110000000,290000000,,,,,130000000,255600000,1.9661538461538461
linear,110000000,300000000,,,,,100000000,262400000,2.624
linear,110000000,300000000,,,,,105000000,262400000,2.499047619047619
linear,110000000,300000000,,,,,110000000,262400000,2.3854545454545453
linear,110000000,300000000,,,,,115000000,262400000,2.2817391304347825
linear,110000000,300000000,,,,,120000000,262400000,2.1866666666666665
linear,110000000,300000000,,,,,125000000,262400000,2.0992
linear,110000000,300000000,,,,,130000000,262400000,2.0184615384615383
linear,120000000,100000000,,,,,100000000,132600000,1.326
linear,120000000,100000000,,,,,105000000,132600000,1.262857142857143
linear,120000000,100000000,,,,,110000000,132600000,1.2054545454545456
linear,120000000,100000000,,,,,115000000,132600000,1.1530434782608696
linear,120000000,100000000,,,,,120000000,132600000,1.105
linear,120000000,100000000,,,,,125000000,132600000,1.0608
linear,120000000,100000000,,,,,130000000,132600000,1.02
linear,120000000,110000000,,,,,100000000,139500000,1.395
linear,120000000,110000000,,,,,105000000,139500000,1.3285714285714285
linear,120000000,110000000,,,,,110000000,139500000,1.268181818181818
linear,120000000,110000000,,,,,115000000,139500000,1.2130434782608697
linear,120000000,110000000,,,,,120000000,139500000,1.1625
linear,120000000,110000000,,,,,125000000,139500000,1.116
linear,120000000,110000000,,,,,130000000,139500000,1.073076923076923
linear,120000000,120000000,,,,,100000000,146100000,1.461
linear,120000000,120000000,,,,,105000000,146100000,1.3914285714285715
linear,120000000,120000000,,,,,110000000,146100000,1.3281818181818181
linear,120000000,120000000,,,,,115000000,146100000,1.2704347826086957
linear,120000000,120000000,,,,,120000000,146100000,1.2175
linear,120000000,120000000,,,,,125000000,146100000,1.1688
linear,120000000,120000000,,,,,130000000,146100000,1.123846153846154
linear,120000000,130000000,,,,,100000000,152900000,1.529
linear,120000000,130000000,,,,,105000000,152900000,1.4561904761904763
linear,120000000,130000000,,,,,110000000,152900000,1.39
linear,120000000,130000000,,,,,115000000,152900000,1.3295652173913044
linear,120000000,130000000,,,,,120000000,152900000,1.2741666666666667
linear,120000000,130000000,,,,,125000000,152900000,1.2232
linear,120000000,130000000,,,,,130000000,152900000,1.176153846153846
linear,120000000,140000000,,,,,100000000,159700000,1.597
linear,120000000,140000000,,,,,105000000,159700000,1.520952380952381
linear,120000000,140000000,,,,,110000000,159700000,1.451818181818182
linear,120000000,140000000,,,,,115000000,159700000,1.388695652173913
linear,120000000,140000000,,,,,120000000,159700000,1.3308333333333333
linear,120000000,140000000,,,,,125000000,159700000,1.2776
linear,120000000,140000000,,,,,130000000,159700000,1.2284615384615385
linear,120000000,150000000,,,,,100000000,166400000,1.664
linear,120000000,150000000,,,,,105000000,166400000,1.5847619047619048
linear,120000000,150000000,,,,,110000000,166400000,1.5127272727272727
linear,120000000,150000000,,,,,115000000,166400000,1.4469565217391305
linear,120000000,150000000,,,,,120000000,166400000,1.3866666666666667
linear,120000000,150000000,,,,,125000000,166400000,1.3312
linear,120000000,150000000,,,,,130000000,166400000,1.28
linear,120000000,160000000,,,,,100000000,173200000,1.732
linear,120000000,160000000,,,,,105000000,173200000,1.6495238095238096
linear,120000000,160000000,,,,,110000000,173200000,1.5745454545454545
linear,120000000,160000000,,,,,115000000,173200000,1.5060869565217392
linear,120000000,160000000,,,,,120000000,173200000,1.4433333333333334
linear,120000000,160000000,,,,,125000000,173200000,1.3856
linear,120000000,160000000,,,,,130000000,173200000,1.3323076923076924
linear,120000000,170000000,,,,,100000000,180000000,1.8
linear,120000000,170000000,,,,,105000000,180000000,1.7142857142857142
linear,120000000,170000000,,,,,110000000,180000000,1.6363636363636365
linear,120000000,170000000,,,,,115000000,180000000,1.565217391304348
linear,120000000,170000000,,,,,120000000,180000000,1.5
linear,120000000,170000000,,,,,125000000,180000000,1.44
linear,120000000,170000000,,,,,130000000,180000000,1.3846153846153846
linear,120000000,180000000,,,,,100000000,186800000,1.868
linear,120000000,180000000,,,,,105000000,186800000,1.779047619047619
linear,120000000,180000000,,,,,110000000,186800000,1.6981818181818182
linear,120000000,180000000,,,,,115000000,186800000,1.6243478260869566
linear,120000000,180000000,,,,,120000000,186800000,1.5566666666666666
linear,120000000,180000000,,,,,125000000,186800000,1.4944
linear,120000000,180000000,,,,,130000000,186800000,1.436923076923077
linear,120000000,190000000,,,,,100000000,193500000,1.935
linear,120000000,190000000,,,,,105000000,193500000,1.8428571428571427
linear,120000000,190000000,,,,,110000000,193500000,1.759090909090909
linear,120000000,190000000,,,,,115000000,193500000,1.682608695652174
linear,120000000,190000000,,,,,120000000,193500000,1.6125
linear,120000000,190000000,,,,,125000000,193500000,1.548
linear,120000000,190000000,,,,,130000000,193500000,1.4884615384615385
linear,120000000,200000000,,,,,100000000,200300000,2.003
linear,120000000,200000000,,,,,105000000,200300000,1.9076190476190475
linear,120000000,200000000,,,,,110000000,200300000,1.8209090909090908
linear,120000000,200000000,,,,,115000000,200300000,1.7417391304347827
linear,120000000,200000000,,,,,120000000,200300000,1.6691666666666667
linear,120000000,200000000,,,,,125000000,200300000,1.6024
linear,120000000,200000000,,,,,130000000,200300000,1.5407692307692307
linear,120000000,210000000,,,,,100000000,207000000,2.07
linear,120000000,210000000,,,,,105000000,207000000,1.9714285714285715
linear,120000000,210000000,,,,,110000000,207000000,1.8818181818181818
linear,120000000,210000000,,,,,115000000,207000000,1.8
linear,120000000,210000000,,,,,120000000,207000000,1.725
linear,120000000,210000000,,,,,125000000,207000000,1.656
linear,120000000,210000000,,,,,130000000,207000000,1.5923076923076922
linear,120000000,220000000,,,,,100000000,213700000,2.137
linear,120000000,220000000,,,,,105000000,213700000,2.0352380952380953
linear,120000000,220000000,,,,,110000000,213700000,1.9427272727272726
linear,120000000,220000000,,,,,115000000,213700000,1.8582608695652174
linear,120000000,220000000,,,,,120000000,213700000,1.7808333333333333
linear,120000000,220000000,,,,,125000000,213700000,1.7096
linear,120000000,220000000,,,,,130000000,213700000,1.643846153846154
linear,120000000,230000000,,,,,100000000,220600000,2.206
linear,120000000,230000000,,,,,105000000,220600000,2.100952380952381
linear,120000000,230000000,,,,,110000000,220600000,2.0054545454545454
linear,120000000,230000000,,,,,115000000,220600000,1.9182608695652175
linear,120000000,230000000,,,,,120000000,220600000,1.8383333333333334
linear,120000000,230000000,,,,,125000000,220600000,1.7648
linear,120000000,230000000,,,,,130000000,220600000,1.696923076923077
linear,120000000,240000000,,,,,100000000,227300000,2.273
linear,120000000,240000000,,,,,105000000,227300000,2.164761904761905
linear,120000000,240000000,,,,,110000000,227300000,2.0663636363636364
linear,120000000,240000000,,,,,115000000,227300000,1.9765217391304348
linear,120000000,240000000,,,,,120000000,227300000,1.8941666666666668
linear,120000000,240000000,,,,,125000000,227300000,1.8184
linear,120000000,240000000,,,,,130000000,227300000,1.7484615384615385
linear,120000000,250000000,,,,,100000000,234100000,2.341
linear,120000000,250000000,,,,,105000000,234100000,2.2295238095238097
linear,120000000,250000000,,,,,110000000,234100000,2.1281818181818184
linear,120000000,250000000,,,,,115000000,234100000,2.0356521739130433
linear,120000000,250000000,,,,,120000000,234100000,1.9508333333333334
linear,120000000,250000000,,,,,125000000,234100000,1.8728
linear,120000000,250000000,,,,,130000000,234100000,1.8007692307692307
linear,120000000,260000000,,,,,100000000,240900000,2.409
linear,120000000,260000000,,,,,105000000,240900000,2.2942857142857145
linear,120000000,260000000,,,,,110000000,240900000,2.19
linear,120000000,260000000,,,,,115000000,240900000,2.094782608695652
linear,120000000,260000000,,,,,120000000,240900000,2.0075
linear,120000000,260000000,,,,,125000000,240900000,1.9272
linear,120000000,260000000,,,,,130000000,240900000,1.853076923076923
linear,120000000,270000000,,,,,100000000,247700000,2.477
linear,120000000,270000000,,,,,105000000,247700000,2.359047619047619
linear,120000000,270000000,,,,,110000000,247700000,2.251818181818182
linear,120000000,270000000,,,,,115000000,247700000,2.1539130434782607
linear,120000000,270000000,,,,,120000000,247700000,2.0641666666666665
linear,120000000,270000000,,,,,125000000,247700000,1.9816
linear,120000000,270000000,,,,,130000000,247700000,1.9053846153846155
linear,120000000,280000000,,,,,100000000,254300000,2.543
linear,120000000,280000000,,,,,105000000,254300000,2.421904761904762
linear,120000000,280000000,,,,,110000000,254300000,2.311818181818182
linear,120000000,280000000,,,,,115000000,254300000,2.2113043478260868
linear,120000000,280000000,,,,,120000000,254300000,2.1191666666666666
linear,120000000,280000000,,,,,125000000,254300000,2.0344
linear,120000000,280000000,,,,,130000000,254300000,1.9561538461538461
linear,120000000,290000000,,,,,100000000,261100000,2.611
linear,120000000,290000000,,,,,105000000,261100000,2.486666666666667
linear,120000000,290000000,,,,,110000000,261100000,2.3736363636363635
linear,120000000,290000000,,,,,115000000,261100000,2.2704347826086955
linear,120000000,290000000,,,,,120000000,261100000,2.1758333333333333
linear,120000000,290000000,,,,,125000000,261100000,2.0888
linear,120000000,290000000,,,,,130000000,261100000,2.0084615384615385
linear,120000000,300000000,,,,,100000000,267900000,2.679
linear,120000000,300000000,,,,,105000000,267900000,2.5514285714285716
linear,120000000,300000000,,,,,110000000,267900000,2.4354545454545455
linear,120000000,300000000,,,,,115000000,267900000,2.329565217391304
linear,120000000,300000000,,,,,120000000,267900000,2.2325
linear,120000000,300000000,,,,,125000000,267900000,2.1432
linear,120000000,300000000,,,,,130000000,267900000,2.060769230769231
linear,130000000,100000000,,,,,100000000,138000000,1.38
linear,130000000,100000000,,,,,105000000,138000000,1.3142857142857143
linear,130000000,100000000,,,,,110000000,138000000,1.2545454545454546
linear,130000000,100000000,,,,,115000000,138000000,1.2
linear,130000000,100000000,,,,,120000000,138000000,1.15
linear,130000000,100000000,,,,,125000000,138000000,1.104
linear,130000000,100000000,,,,,130000000,138000000,1.0615384615384615
linear,130000000,110000000,,,,,100000000,144900000,1.449
linear,130000000,110000000,,,,,105000000,144900000,1.38
linear,130000000,110000000,,,,,110000000,144900000,1.3172727272727274
linear,130000000,110000000,,,,,115000000,144900000,1.26
linear,130000000,110000000,,,,,120000000,144900000,1.2075
linear,130000000,110000000,,,,,125000000,144900000,1.1592
linear,130000000,110000000,,,,,130000000,144900000,1.1146153846153846
linear,130000000,120000000,,,,,100000000,151500000,1.515
linear,130000000,120000000,,,,,105000000,151500000,1.4428571428571428
linear,130000000,120000000,,,,,110000000,151500000,1.3772727272727272
linear,130000000,120000000,,,,,115000000,151500000,1.317391304347826
linear,130000000,120000000,,,,,120000000,151500000,1.2625
linear,130000000,120000000,,,,,125000000,151500000,1.212
linear,130000000,120000000,,,,,130000000,151500000,1.1653846153846155
linear,130000000,130000000,,,,,100000000,158300000,1.583
