round,event,constructor,quali_sum,race_driver_sum,race_penalty,race_total,sprint_driver_sum,sprint_penalty,sprint_total,total_pts
5,Miami Grand Prix,Alpine,9,8,0,8,,,,17
5,Miami Grand Prix,Haas F1 Team,7,3,0,3,,,,10
5,Miami Grand Prix,AlphaTauri,0,7,0,7,,,,7
5,Miami Grand Prix,Alfa Romeo,1,1,0,1,,,,2
5,Miami Grand Prix,Williams,0,1,0,1,,,,1
5,Miami Grand Prix,McLaren,0,0,0,0,,,,0
6,Monaco Grand Prix,Red Bull Racing,10,29,0,29,,,,39
6,Monaco Grand Prix,Aston Martin,9,10,-5,5,,,,14
6,Monaco Grand Prix,Alpine,11,23,0,23,,,,34
6,Monaco Grand Prix,Mercedes,8,28,0,28,,,,36
6,Monaco Grand Prix,Ferrari,14,14,0,14,,,,28
6,Monaco Grand Prix,McLaren,1,7,0,7,,,,8
6,Monaco Grand Prix,Alfa Romeo,0,12,0,12,,,,12
6,Monaco Grand Prix,AlphaTauri,2,2,0,2,,,,4
6,Monaco Grand Prix,Williams,0,1,0,1,,,,1
6,Monaco Grand Prix,Haas F1 Team,0,-9,-5,-14,,,,-14
7,Spanish Grand Prix,Red Bull Racing,10,45,0,45,,,,55
7,Spanish Grand Prix,Mercedes,6,47,0,47,,,,53
7,Spanish Grand Prix,Ferrari,9,20,0,20,,,,29
7,Spanish Grand Prix,Aston Martin,7,17,0,17,,,,24
7,Spanish Grand Prix,Alpine,11,7,0,7,,,,18
7,Spanish Grand Prix,Alfa Romeo,0,7,0,7,,,,7
7,Spanish Grand Prix,AlphaTauri,0,5,0,5,,,,5
7,Spanish Grand Prix,McLaren,9,1,0,1,,,,10
7,Spanish Grand Prix,Haas F1 Team,3,1,0,1,,,,4
7,Spanish Grand Prix,Williams,0,2,0,2,,,,2
8,Canadian Grand Prix,Red Bull Racing,10,40,0,40,,,,50
8,Canadian Grand Prix,Aston Martin,8,30,0,30,,,,38
8,Canadian Grand Prix,Mercedes,13,6,-5,1,,,,14
8,Canadian Grand Prix,Ferrari,3,36,0,36,,,,39
8,Canadian Grand Prix,Williams,1,-1,-5,-6,,,,-5
8,Canadian Grand Prix,Alpine,5,9,0,9,,,,14
8,Canadian Grand Prix,Alfa Romeo,0,10,0,10,,,,10
8,Canadian Grand Prix,McLaren,6,2,0,2,,,,8
8,Canadian Grand Prix,AlphaTauri,0,6,0,6,,,,6
8,Canadian Grand Prix,Haas F1 Team,9,1,0,1,,,,10
9,Austrian Grand Prix,Red Bull Racing,10,53,0,53,15.0,0.0,15.0,78
9,Austrian Grand Prix,Ferrari,17,29,0,29,8.0,0.0,8.0,54
9,Austrian Grand Prix,McLaren,7,13,0,13,6.0,0.0,6.0,26
9,Austrian Grand Prix,Aston Martin,9,16,0,16,13.0,0.0,13.0,38
9,Austrian Grand Prix,Mercedes,6,16,0,16,16.0,0.0,16.0,38
9,Austrian Grand Prix,Alpine,2,3,0,3,3.0,0.0,3.0,8
9,Austrian Grand Prix,Williams,1,7,0,7,2.0,0.0,2.0,10
9,Austrian Grand Prix,Alfa Romeo,0,7,0,7,0.0,0.0,0.0,7
9,Austrian Grand Prix,AlphaTauri,0,3,0,3,0.0,0.0,0.0,3
9,Austrian Grand Prix,Haas F1 Team,3,-9,-5,-14,3.0,0.0,3.0,-8
10,British Grand Prix,Red Bull Racing,10,43,0,43,,,,53
10,British Grand Prix,McLaren,17,33,0,33,,,,50
10,British Grand Prix,Mercedes,9,32,0,32,,,,41
10,British Grand Prix,Aston Martin,2,10,0,10,,,,12
10,British Grand Prix,Williams,3,9,0,9,,,,12
10,British Grand Prix,Ferrari,13,5,0,5,,,,18
10,British Grand Prix,Alfa Romeo,0,12,0,12,,,,12
10,British Grand Prix,Haas F1 Team,0,-9,-5,-14,,,,-14
10,British Grand Prix,AlphaTauri,0,1,0,1,,,,1
10,British Grand Prix,Alpine,1,-20,-10,-30,,,,-29
11,Hungarian Grand Prix,Red Bull Racing,11,48,0,48,,,,59
11,Hungarian Grand Prix,McLaren,15,32,0,32,,,,47
11,Hungarian Grand Prix,Mercedes,10,34,0,34,,,,44
11,Hungarian Grand Prix,Ferrari,5,15,0,15,,,,20
11,Hungarian Grand Prix,Aston Martin,3,9,0,9,,,,12
11,Hungarian Grand Prix,Williams,0,-4,-5,-9,,,,-9
11,Hungarian Grand Prix,Alfa Romeo,10,1,0,1,,,,11
11,Hungarian Grand Prix,AlphaTauri,0,4,0,4,,,,4
11,Hungarian Grand Prix,Haas F1 Team,1,3,0,3,,,,4
11,Hungarian Grand Prix,Alpine,0,-20,-10,-30,,,,-30
12,Belgian Grand Prix,Red Bull Racing,18,50,0,50,3.0,-5.0,-2.0,66
12,Belgian Grand Prix,Ferrari,15,6,-5,1,9.0,0.0,9.0,25
12,Belgian Grand Prix,Mercedes,10,24,0,24,5.0,0.0,5.0,39
12,Belgian Grand Prix,Aston Martin,3,19,0,19,-2.0,-5.0,-7.0,15
12,Belgian Grand Prix,McLaren,9,-3,-5,-8,10.0,0.0,10.0,11
12,Belgian Grand Prix,Alpine,0,13,0,13,9.0,0.0,9.0,22
12,Belgian Grand Prix,AlphaTauri,0,6,0,6,1.0,0.0,1.0,7
12,Belgian Grand Prix,Alfa Romeo,0,7,0,7,8.0,0.0,8.0,15
12,Belgian Grand Prix,Williams,0,3,0,3,0.0,0.0,0.0,3
12,Belgian Grand Prix,Haas F1 Team,0,4,0,4,7.0,0.0,7.0,11
13,Dutch Grand Prix,Red Bull Racing,14,41,0,41,,,,55
13,Dutch Grand Prix,Aston Martin,6,24,0,24,,,,30
13,Dutch Grand Prix,Alpine,0,33,0,33,,,,33
13,Dutch Grand Prix,Ferrari,7,2,-5,-3,,,,4
13,Dutch Grand Prix,Mercedes,8,16,0,16,,,,24
13,Dutch Grand Prix,McLaren,12,10,0,10,,,,22
13,Dutch Grand Prix,Williams,8,-5,-5,-10,,,,-2
13,Dutch Grand Prix,Haas F1 Team,0,3,0,3,,,,3
13,Dutch Grand Prix,AlphaTauri,0,10,0,10,,,,10
13,Dutch Grand Prix,Alfa Romeo,0,-5,-5,-10,,,,-10
14,Italian Grand Prix,Red Bull Racing,15,49,0,49,,,,64
14,Italian Grand Prix,Ferrari,18,29,0,29,,,,47
14,Italian Grand Prix,Mercedes,10,22,0,22,,,,32
14,Italian Grand Prix,Williams,5,10,0,10,,,,15
14,Italian Grand Prix,McLaren,6,7,0,7,,,,13
14,Italian Grand Prix,Aston Martin,1,8,0,8,,,,9
14,Italian Grand Prix,Alfa Romeo,0,9,0,9,,,,9
14,Italian Grand Prix,AlphaTauri,0,-8,-5,-13,,,,-13
14,Italian Grand Prix,Alpine,0,-7,-5,-12,,,,-12
14,Italian Grand Prix,Haas F1 Team,0,1,0,1,,,,1
15,Singapore Grand Prix,Ferrari,18,38,0,38,,,,56
15,Singapore Grand Prix,McLaren,7,39,0,39,,,,46
15,Singapore Grand Prix,Mercedes,15,8,-5,3,,,,18
15,Singapore Grand Prix,Red Bull Racing,0,27,0,27,,,,27
15,Singapore Grand Prix,Alpine,3,5,-5,0,,,,3
15,Singapore Grand Prix,AlphaTauri,1,-6,-5,-11,,,,-10
15,Singapore Grand Prix,Haas F1 Team,7,3,0,3,,,,10
15,Singapore Grand Prix,Williams,0,9,0,9,,,,9
15,Singapore Grand Prix,Alfa Romeo,0,-2,-5,-7,,,,-7
15,Singapore Grand Prix,Aston Martin,4,-9,-5,-14,,,,-10
16,Japanese Grand Prix,Red Bull Racing,16,15,-5,10,,,,26
16,Japanese Grand Prix,McLaren,17,37,0,37,,,,54
16,Japanese Grand Prix,Ferrari,12,22,0,22,,,,34
16,Japanese Grand Prix,Mercedes,7,21,0,21,,,,28
16,Japanese Grand Prix,Aston Martin,1,-3,-5,-8,,,,-7
16,Japanese Grand Prix,Alpine,0,12,0,12,,,,12
16,Japanese Grand Prix,AlphaTauri,2,2,0,2,,,,4
16,Japanese Grand Prix,Alfa Romeo,0,-3,-5,-8,,,,-8
16,Japanese Grand Prix,Haas F1 Team,0,6,0,6,,,,6
16,Japanese Grand Prix,Williams,0,-20,-10,-30,,,,-30
17,Qatar Grand Prix,Red Bull Racing,10,37,0,37,3.0,-5.0,-2.0,45
17,Qatar Grand Prix,McLaren,6,47,0,47,14.0,0.0,14.0,67
17,Qatar Grand Prix,Mercedes,17,3,-5,-2,16.0,0.0,16.0,31
17,Qatar Grand Prix,Ferrari,6,1,-5,-4,3.0,0.0,3.0,5
17,Qatar Grand Prix,Aston Martin,7,15,0,15,5.0,0.0,5.0,27
17,Qatar Grand Prix,Alpine,7,9,0,9,-3.0,-5.0,-8.0,8
17,Qatar Grand Prix,Alfa Romeo,2,19,0,19,3.0,0.0,3.0,24
17,Qatar Grand Prix,Williams,0,-9,-5,-14,7.0,-5.0,2.0,-12
17,Qatar Grand Prix,Haas F1 Team,0,5,0,5,0.0,-5.0,-5.0,0
17,Qatar Grand Prix,AlphaTauri,0,1,0,1,2.0,-5.0,-3.0,-2
18,United States Grand Prix,Red Bull Racing,7,48,0,48,14.0,0.0,14.0,69
18,United States Grand Prix,McLaren,10,10,-5,5,5.0,0.0,5.0,20
18,United States Grand Prix,Ferrari,17,7,-5,2,9.0,0.0,9.0,28
18,United States Grand Prix,Mercedes,14,1,-5,-4,12.0,0.0,12.0,22
18,United States Grand Prix,Alpine,7,0,-5,-5,6.0,0.0,6.0,8
18,United States Grand Prix,Aston Martin,0,10,-5,5,-5.0,-5.0,-10.0,-5
18,United States Grand Prix,AlphaTauri,0,9,0,9,5.0,0.0,5.0,14
18,United States Grand Prix,Williams,0,17,0,17,1.0,0.0,1.0,18
18,United States Grand Prix,Haas F1 Team,0,12,0,12,1.0,0.0,1.0,13
18,United States Grand Prix,Alfa Romeo,0,3,0,3,2.0,0.0,2.0,5
19,Mexico City Grand Prix,Red Bull Racing,14,17,-5,12,,,,26
19,Mexico City Grand Prix,Mercedes,8,35,0,35,,,,43
19,Mexico City Grand Prix,Ferrari,19,29,0,29,,,,48
19,Mexico City Grand Prix,McLaren,4,28,0,28,,,,32
19,Mexico City Grand Prix,AlphaTauri,7,14,0,14,,,,21
19,Mexico City Grand Prix,Williams,0,-2,-5,-7,,,,-7
19,Mexico City Grand Prix,Alpine,0,8,0,8,,,,8
19,Mexico City Grand Prix,Haas F1 Team,0,-9,-5,-14,,,,-14
19,Mexico City Grand Prix,Alfa Romeo,3,2,0,2,,,,5
19,Mexico City Grand Prix,Aston Martin,0,-20,-10,-30,,,,-30
20,São Paulo Grand Prix,Red Bull Racing,12,43,0,43,15.0,0.0,15.0,70
20,São Paulo Grand Prix,McLaren,5,25,0,25,7.0,0.0,7.0,37
20,São Paulo Grand Prix,Aston Martin,15,28,0,28,9.0,0.0,9.0,52
20,São Paulo Grand Prix,Ferrari,12,0,-5,-5,8.0,0.0,8.0,15
20,São Paulo Grand Prix,Alpine,0,21,0,21,2.0,0.0,2.0,23
20,São Paulo Grand Prix,Mercedes,11,-5,-5,-10,7.0,0.0,7.0,8
20,São Paulo Grand Prix,AlphaTauri,0,15,0,15,3.0,0.0,3.0,18
20,São Paulo Grand Prix,Williams,0,-1,-5,-6,4.0,0.0,4.0,-2
20,São Paulo Grand Prix,Haas F1 Team,0,-9,-5,-14,0.0,0.0,0.0,-14
20,São Paulo Grand Prix,Alfa Romeo,0,-20,-10,-30,1.0,0.0,1.0,-29
21,Las Vegas Grand Prix,Red Bull Racing,8,50,0,50,,,,58
21,Las Vegas Grand Prix,Ferrari,19,35,0,35,,,,54
21,Las Vegas Grand Prix,Alpine,6,26,0,26,,,,32
21,Las Vegas Grand Prix,Aston Martin,1,28,0,28,,,,29
21,Las Vegas Grand Prix,Mercedes,7,15,0,15,,,,22
21,Las Vegas Grand Prix,McLaren,0,0,-5,-5,,,,-5
21,Las Vegas Grand Prix,Williams,9,1,0,1,,,,10
21,Las Vegas Grand Prix,Haas F1 Team,2,-9,-5,-14,,,,-12
21,Las Vegas Grand Prix,AlphaTauri,0,-9,-5,-14,,,,-14
21,Las Vegas Grand Prix,Alfa Romeo,3,3,0,3,,,,6
22,Abu Dhabi Grand Prix,Red Bull Racing,12,43,0,43,,,,55
22,Abu Dhabi Grand Prix,Ferrari,9,10,-5,5,,,,14
22,Abu Dhabi Grand Prix,Mercedes,7,22,0,22,,,,29
22,Abu Dhabi Grand Prix,McLaren,14,20,0,20,,,,34
22,Abu Dhabi Grand Prix,Aston Martin,4,12,0,12,,,,16
22,Abu Dhabi Grand Prix,AlphaTauri,5,10,0,10,,,,15
22,Abu Dhabi Grand Prix,Alpine,1,2,0,2,,,,3
22,Abu Dhabi Grand Prix,Williams,0,5,0,5,,,,5
22,Abu Dhabi Grand Prix,Haas F1 Team,3,1,0,1,,,,4
22,Abu Dhabi Grand Prix,Alfa Romeo,0,2,0,2,,,,2
